userid;bookid
30354.0;439155,416677
30365.0;439761,407087
30456.0;439835,409023,439836,447137
30461.0;452483
30465.0;491432,491432
30467.0;439644
30475.0;438952,438955,442671,442672
30521.0;422183
30527.0;409521,434475
30567.0;439943
30593.0;494525
30616.0;506322,504966
30637.0;439155
30658.0;439001,438902
30663.0;441104,441104
30681.0;438183
30705.0;497502
30707.0;503262,419285
30716.0;440047,442764,440036,439706,442763,439096,439094
30737.0;401807
30743.0;436319
30747.0;442839
30756.0;419040,427737
30783.0;442907
30785.0;442750,442749
30788.0;496060
30789.0;503765
30830.0;480412
30866.0;486847
30884.0;404382
30921.0;440017,440034
30931.0;442828,442827,439724,442829,439725
31028.0;410393,410393
31032.0;507359
31035.0;439989,439970,439986,442821,442816,439985,439980
31042.0;500072
31051.0;405932,434475
31054.0;403094
31063.0;455114
31116.0;439826,451695
31126.0;439826,439826
31222.0;442905,439761,442908
31234.0;475043,475043
31239.0;437690,437690,437690
31265.0;439943
31285.0;498339
31295.0;470993
31309.0;424145
31323.0;484759
31325.0;417745
31353.0;479223
31373.0;405258
31420.0;434174,435185,415154
31480.0;439836,439751,442892
31482.0;499937
31507.0;442905,439760,442907
31548.0;417745
31551.0;472385
31556.0;408484
31612.0;438933,416677,440047
31686.0;464379
31725.0;403077,409376
31779.0;445829,434728,476927
31791.0;399015,411742
31805.0;417019
31850.0;440029,440032,443014,443016,443013,442917,442915,442913,440358,440356,440031,440353
31878.0;425443
31879.0;410020,406109
31889.0;416677
31960.0;471268
32005.0;493641
32017.0;475664
32076.0;428765
32081.0;423491,470651,438772,496113,496120
32101.0;426355
32132.0;426896
32175.0;439943,439943
32178.0;417309
32180.0;508414
32191.0;492826
32214.0;417745
32230.0;399501
32272.0;438933
32289.0;497010
32307.0;456864
32309.0;416235,441941,502449
32378.0;405932
32389.0;443171,442715,442715,442715,442715,439845,439842,439842,439842,439842,399061
32391.0;445127
32394.0;416678,447117,437456,437456
32395.0;442715,442715,439845,439845,439842,439842
32404.0;439761,430148,471064,410575,485168
32428.0;408548
32431.0;442971,439803,439804,442972
32444.0;444740
32445.0;466393,416858
32465.0;422417,470409
32480.0;507938
32492.0;500567
32500.0;491012,411120
32504.0;434760
32509.0;438933,439155,416677,445127
32554.0;446902
32562.0;483688
32572.0;452483
32574.0;405091
32590.0;424854
32597.0;429117,507899
32606.0;439155
32607.0;491417
32623.0;442770,442770,442772,442772
32648.0;403238,403238
32666.0;420219,489266
32677.0;502474
32679.0;442791,400608
32687.0;447457
32708.0;439155
32718.0;442972
32750.0;412912
32787.0;497626
32789.0;464673
32791.0;403437,506365,491741
32796.0;479781
32801.0;423250,407378,451779
32805.0;418453
32831.0;420219
32838.0;424145
32844.0;437588
32854.0;426355
32873.0;428385
32904.0;423511
32929.0;450831
32931.0;437271
32937.0;442772
32944.0;404269
32968.0;447927
32971.0;428941,428941
33030.0;442682,442683,442681
33038.0;442772
33046.0;489194
33056.0;442827
33062.0;438933,438933,438933,438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,439155,439155,439155,440047,440047,440047,440047,440047,440047,440047,440047,440353
33092.0;416460,416460
33095.0;417159
33129.0;407149
33145.0;469959
33163.0;447881,412396,455884,444657
33177.0;438933,416679,471275
33183.0;429117
33184.0;439155,416678
33190.0;423708,445308
33199.0;402393
33203.0;485081
33210.0;468193
33217.0;458963
33237.0;450103,486813
33268.0;468040
33277.0;443070,440648
33293.0;422557,422557
33308.0;412072
33332.0;489534
33333.0;438519
33335.0;438933,416679,445127
33349.0;406908
33364.0;429708
33385.0;429740,429740
33408.0;456527
33433.0;509297
33435.0;403865
33444.0;429418
33482.0;439818
33485.0;439155,439155,416678
33507.0;444682
33518.0;416730
33546.0;472017
33566.0;510600
33576.0;442772
33583.0;426443
33599.0;415428
33609.0;431449
33641.0;413849
33646.0;413698,413698
33667.0;497893,497901
33718.0;502329,423513
33722.0;502290
33736.0;467820
33738.0;493723
33751.0;412442
33754.0;499937
33781.0;439760,442908,407087
33785.0;497502
33812.0;442971,442763,439096,439094,408654
33844.0;457339,457339
33853.0;471440
33859.0;442973,442923,450725,488604
33866.0;419930
33880.0;471300
33900.0;431126
33928.0;483782
33937.0;438933,438933,438933,439155,439155,439155,439155,439155,416679,416679,440401,440401
33950.0;473803,473813
33997.0;471742
34002.0;435975
34023.0;459161
34025.0;430699
34038.0;424075,484125
34043.0;405258,467741
34064.0;403094,503262
34068.0;424480
34085.0;443130
34092.0;485540
34170.0;458573,458573
34173.0;509442
34178.0;507722
34199.0;410205
34212.0;495802
34237.0;442734,401205
34244.0;482486
34256.0;447138
34262.0;442761
34302.0;423511,426844,411120,482993,486708
34315.0;486847
34321.0;411849,434970
34331.0;423491,479522,496113,496120,403506
34335.0;417745,417745
34342.0;432564
34379.0;416092,416093,416093,403829,440990
34460.0;472367
34470.0;417745,510311
34490.0;442742,442732,442735
34504.0;496597
34511.0;467614
34517.0;418453,418453
34526.0;429041
34545.0;417745
34558.0;403324
34561.0;410174,410332
34565.0;501530
34569.0;438933
34619.0;402388
34641.0;495100
34644.0;464014
34655.0;470993
34674.0;440351,438937
34680.0;426013
34683.0;436406,402762
34704.0;466969
34713.0;439097
34716.0;429232
34726.0;439139,439139,439716,437277,454222,477161
34736.0;432356
34746.0;412150,409463
34749.0;421787
34767.0;488520
34799.0;408654
34808.0;401916,401916
34820.0;436767
34826.0;493152
34833.0;471742,416172
34843.0;508198,452803
34857.0;402032,404570
34866.0;469959
34872.0;442682,442765
34882.0;438003
34890.0;457854
34898.0;470993
34901.0;442530
34908.0;438772,466712
34924.0;507285
34942.0;467546,487022,495609
34955.0;482993,400134
34966.0;494570,486813,439994
35017.0;433794
35037.0;423686
35051.0;411742
35072.0;415129
35079.0;428139
35119.0;435038,435038,489412,489412,470596,470596
35131.0;503816
35133.0;510157
35158.0;465310,444016
35163.0;419414
35175.0;488417
35178.0;495589
35181.0;437587
35201.0;442683,439010,442907,442761,409901
35241.0;438933,438933,439155,416678
35247.0;507722,478504
35279.0;442923
35286.0;442783
35300.0;401172
35303.0;482675
35306.0;402389,402389
35311.0;474831
35347.0;405000
35373.0;461447
35377.0;426107
35378.0;447502
35396.0;483098
35411.0;435246
35416.0;474569,474569
35423.0;510515
35428.0;415193,415193
35436.0;471440,508774
35437.0;440572,440577,443032,440567,440565,440564
35443.0;418654,418654
35446.0;417350
35449.0;429117
35452.0;414192
35460.0;438845
35474.0;442697
35478.0;407642
35484.0;444752
35485.0;445043,423681
35487.0;460644
35497.0;416677
35498.0;483469,399311,399311,401274
35560.0;442682,442683,442681,439000,443207
35586.0;406749,460248
35608.0;503045,503045
35617.0;407642
35626.0;439011,442784,434462,434609,439737
35633.0;509170
35639.0;467769
35657.0;510600
35670.0;417638
35702.0;406298,506977
35704.0;408486,408492
35712.0;483522,439071,411200,439074,416389,458012
35720.0;463015
35739.0;424851,424851,407886,407886,424660,424660
35742.0;439000
35749.0;475261,456217
35757.0;471275,457447
35785.0;404570
35792.0;497344,497378,497354
35801.0;439810,439809,408696,443027,443029,440007,442831,442832,440008,442830
35828.0;462111
35840.0;456616
35842.0;426204,426204
35843.0;418778
35847.0;447502,507938
35856.0;471275,402495
35893.0;471440
35930.0;439749
35937.0;439829,408889,443130
35991.0;417745
36000.0;432256
36063.0;510474
36077.0;507899,468913,483040,483312,483312,491695
36088.0;477220,477220
36102.0;486847,471557
36128.0;461913
36129.0;446301,400004
36131.0;461276,412545
36145.0;414713,417804
36155.0;477933
36163.0;432805
36181.0;438864,420219,417291
36183.0;406217
36189.0;422172
36194.0;485168
36197.0;439623,408845
36199.0;471557
36212.0;417716,439743,423101
36220.0;486474,510856
36241.0;401481,401481
36248.0;430807
36249.0;482993
36250.0;403214
36252.0;492826,492826
36256.0;422349,422349
36261.0;442905,442907
36279.0;421532
36283.0;447137,447139,447138
36287.0;438952,438955,442671
36290.0;492826
36300.0;426355
36327.0;502263
36329.0;416679,444493,507899,424008
36351.0;429117,471557,419414,418000
36356.0;479351,465683,437496
36358.0;460906
36369.0;486029,410597,409782,401609
36374.0;432256
36403.0;510279
36408.0;499155,480903
36423.0;438864
36435.0;480351
36441.0;399663
36446.0;442905,442907,442908,442763,439096,439094
36451.0;470885
36458.0;476015
36474.0;508979
36491.0;510157
36513.0;424012
36529.0;428778,476868,476868
36565.0;474931
36570.0;510311,486671
36581.0;432256
36592.0;439751,442728,442734,442722,442730,442737,442721,442729,442726,442727,442732,442731,442894,407009,442735,442719
36602.0;442905,439803,487779,487779,487779,487618,487618
36606.0;472385,483907
36609.0;413511,447127,447126,447124,508784,413520,413523,462627,504320
36618.0;448374
36641.0;498392
36642.0;434245
36647.0;437859
36651.0;442971,439803,442972,442973,408654
36655.0;424671,424498,436944
36667.0;438348
36671.0;411155,417057
36700.0;454695
36711.0;471275,416730,471440
36716.0;431817,431817
36723.0;438933,439155,416677,416678,440047,440017,440034,439706,439858,440401,440040,440683,440025
36730.0;436956
36731.0;476015,442700,403132
36737.0;440037,443097
36750.0;414115,400013
36762.0;480783,437122
36768.0;467741
36777.0;473886
36796.0;415920
36803.0;401997
36812.0;426851
36813.0;419761
36832.0;425503,425503
36908.0;471275
36918.0;460621
36927.0;400154,498036,498036,498036,485451,485451
36960.0;422245
36962.0;443495
37002.0;482685
37030.0;442907,443173,439831
37111.0;439155,439155,416677,416677
37134.0;485966,417309
37161.0;443028
37181.0;502828
37235.0;399401,418445,418508
37236.0;461083
37244.0;442739
37246.0;472920
37252.0;429117
37255.0;443678
37256.0;415337,415337
37261.0;483558
37273.0;438813,423631
37276.0;460388
37279.0;406259
37287.0;502290,403172
37290.0;429117
37292.0;433994,433994
37303.0;439155,416679,440047,404570
37304.0;468718,471275,409792,402962,468724
37308.0;431449
37318.0;486564,510474
37322.0;442784,442727,442725
37324.0;414220
37327.0;492627,424717
37339.0;412829
37341.0;438864,484016
37366.0;453386
37374.0;423101
37375.0;442738,442726,442725
37383.0;413159
37387.0;454964
37398.0;411120,475897
37399.0;440357
37410.0;438933,438933,439155,445127,445127
37411.0;509170,510856
37421.0;509444,509444
37422.0;419737,443887
37426.0;439751,483688,509170
37434.0;415241
37455.0;455820
37464.0;439751,440357,439750
37479.0;439318
37480.0;500023
37490.0;492904,503102,503102,416605
37516.0;419172
37525.0;399708
37533.0;429117,508387,418056
37544.0;419236,419236,419330,419330
37570.0;469305
37581.0;434984,435749
37590.0;399501,487070
37595.0;400363,400363
37603.0;470983
37618.0;402832
37624.0;453958
37646.0;492627
37655.0;424421
37661.0;476015
37696.0;419047
37713.0;442682,442683,442681,439001,442657
37723.0;417701,417700
37736.0;438933,439155,439155,416679,416678,444493,444493,444493,444493
37751.0;459574
37761.0;486076,457316
37800.0;470651,483660
37802.0;416221,403307
37807.0;403005
37810.0;403612
37811.0;471557,459424
37814.0;439835,409023,447137,447139
37818.0;473713,472385,472385,412912
37819.0;508615,468524
37820.0;413849
37834.0;402450
37845.0;507899,439743,408654,483688,421402,471275
37855.0;400369,415241
37856.0;479637,414927,422553
37857.0;403355,495272
37869.0;490054
37877.0;439155
37886.0;492826,492826
37891.0;430929
37895.0;442734,439096
37900.0;510474
37905.0;400547,421593
37950.0;439011
37951.0;442908,411272
37954.0;432282
37960.0;469515
37964.0;506144
37975.0;440702
37979.0;449322
37990.0;439623,439623
37994.0;433898,429628
38001.0;399486
38002.0;423717
38018.0;431060,457766
38026.0;428630
38029.0;403070,488051
38038.0;419470
38040.0;468514,400323,450681
38054.0;401917,443574
38068.0;431935
38069.0;448921,412878
38076.0;426990
38092.0;440351,440357
38111.0;483584
38127.0;507899,484260,509114,419414,456288
38151.0;409327,451397
38160.0;417745,507938
38164.0;467741
38165.0;442784
38177.0;401459
38187.0;402710
38193.0;408529
38197.0;475043
38222.0;462424,462424,474687
38299.0;509297
38301.0;421278,457470,415359
38304.0;437087,416730
38309.0;485350
38318.0;483558,486929
38322.0;442682,440351,442784
38330.0;402267
38337.0;438933,416679
38341.0;407087,405077
38344.0;407215
38358.0;448874,400208,412265
38369.0;407182
38371.0;467186,402465
38378.0;419705,419705
38393.0;495640
38395.0;444303
38408.0;407800
38429.0;440042
38435.0;406120
38442.0;403461
38445.0;430765
38452.0;416678
38462.0;489481,426886
38474.0;487253
38477.0;411467
38501.0;403731,403731
38505.0;493148,449883,451015,429068,458897,499652,496912,441752,403448
38506.0;414713,414713
38513.0;418328
38522.0;447796
38528.0;411504
38531.0;484155,484155,510600,510600
38546.0;423511
38565.0;442907,407087
38580.0;439804
38585.0;422014,401633,441773,471186
38593.0;424776
38609.0;419587,414069
38611.0;507938,438845
38613.0;508071,508071
38614.0;416416
38618.0;439155,416679,416678,445127
38619.0;405225,408310
38662.0;403126
38669.0;506305
38673.0;402988
38682.0;439155
38689.0;443867
38715.0;471557,508198
38738.0;508198
38754.0;410962
38773.0;464578
38791.0;451288
38795.0;472447
38801.0;510103,509868
38802.0;468705,454926
38821.0;405789,508860
38827.0;426802,426802,426802
38848.0;423932,423932
38902.0;407627
38903.0;501593
38939.0;448623,484965
38945.0;438955
38957.0;456158
38960.0;445749
38967.0;460906
38974.0;483558
38978.0;443104,443103
38984.0;461489
39039.0;504511
39045.0;403969
39047.0;473216
39051.0;467126
39053.0;426990,426990
39067.0;439155,439155,416677,416677,416678,416678,440047,440047,440036,440036,439706,439706,443074,440659,440658,412315
39088.0;405196
39089.0;417312
39093.0;498552
39100.0;411120
39114.0;463028,463028,486349,404570
39132.0;471742,438640,438640
39133.0;445480,445480
39142.0;507722,471440
39151.0;434942,477344
39157.0;406330
39163.0;400610
39164.0;506469,483567,457260
39177.0;510600,427161
39187.0;451695
39190.0;467506
39201.0;509951
39204.0;404570
39214.0;442784,439138,458343,420137
39227.0;439155
39230.0;419517
39242.0;429117,470651
39257.0;404132,404132,475030,475030,474152,474152
39283.0;462814
39317.0;439155,439155,416677,416677,416677,416677,416677,416677,416677,416679,416679,416679,416679,416679,416679,416679,445127,445127,445127,445127,445127,445127,445127,442771
39318.0;442798
39324.0;464088,456047,456050
39333.0;481988,414473,458008,410770,448086,494853,475116
39338.0;403810,494853,442407
39340.0;421278,421278
39345.0;408889,432140
39351.0;435046,435046
39374.0;403847
39376.0;461213
39419.0;400429
39424.0;412216
39458.0;405934,419396
39486.0;487943
39495.0;474871
39499.0;467769,420588,412054
39505.0;443755,471715,456700,486798,471412
39506.0;414941,506469,502422,412737,424545
39508.0;471064
39522.0;454956
39525.0;399486
39526.0;464450
39528.0;441877
39540.0;443427,443430,443429
39608.0;472385
39610.0;476621,473657,498869,461926,505310,429991
39614.0;405000
39623.0;423511
39624.0;402032,444018,422438
39634.0;448921
39650.0;478755,478755,400570,506068
39656.0;411097
39659.0;409188,442741
39661.0;408889
39670.0;465481
39674.0;446581,500031
39679.0;454927,454927
39690.0;438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,440047,440047,440047,440047,440047,440047
39705.0;456061
39708.0;508615,431112
39713.0;409442,460996
39714.0;470551
39721.0;484155,484155,484155,467741
39726.0;429117
39733.0;500859
39747.0;442905,439760,417745,407087,508198,417294
39756.0;420228
39759.0;484260,483522,509634,498187
39781.0;426355,426355,426355,426355
39792.0;503643
39795.0;436600
39799.0;442682
39814.0;470983,431112
39822.0;474657
39839.0;417745
39849.0;410454
39853.0;413376
39857.0;429117
39862.0;463717,502596,488162,410406,474328,492747,474359,474359,428204,502602,468940,446551,461389
39885.0;460687,501198,501927
39887.0;414623,427824
39909.0;440355,501453
39911.0;446762
39918.0;415626,415626,406382
39941.0;430765
39944.0;438535,449860
39946.0;481450,455046,454437,411911
39966.0;489259,427277
39968.0;473886
39970.0;438933,439155,416678,444493,435710
39971.0;458362
39983.0;439009
39985.0;420219
39992.0;461228
40006.0;469183
40007.0;484480,485131,485175
40013.0;451908
40019.0;439257
40020.0;434245
40033.0;434255
40075.0;426830
40076.0;439488
40085.0;444682
40101.0;438967,443135
40108.0;471440
40132.0;432492
40165.0;442908
40168.0;456633
40234.0;422417
40242.0;416678,416678,440034,440034,449314
40262.0;428706
40266.0;407227,452018,457936,410398,437319,434636,401471
40269.0;439761
40277.0;407259,508227
40288.0;438933,440047,445127,439858,468874
40289.0;417531,449867,409617,409617,438270,430481,409896,445480,433157,404832,400141,400141,405464,457896,400480,458734,466367,501844,407268
40291.0;408926
40296.0;434245
40301.0;416679,442030,404534,510000,432826,448130
40311.0;417716,450725,507938,412300
40313.0;413944
40317.0;436113,416730
40318.0;417751
40319.0;485081
40321.0;504287
40345.0;462091,510913,509895,473521,415418,417136
40352.0;427340
40353.0;410313
40366.0;484990
40374.0;436951
40375.0;440357,442973
40387.0;421934
40391.0;419149,477829,475765,490463
40405.0;445127,490850
40406.0;476874,418174
40421.0;495042
40427.0;436864,402670,410868
40443.0;409829
40468.0;492560
40472.0;439623
40477.0;489011
40479.0;476015
40481.0;410260
40499.0;459855,431372
40504.0;402267,464014
40511.0;442925
40518.0;438933,438933,438933,438933,438933,438933,416677,416677,416677,416677
40530.0;442908
40549.0;507423
40551.0;483595
40566.0;438933,439155,439155,439155,439155,439155,440047,439071,477159
40584.0;461883
40603.0;504137
40612.0;420934
40638.0;403328
40644.0;422018,422018,473412
40661.0;466867
40677.0;402478,428712
40697.0;454574
40704.0;417745
